measurement,usl,lsl
9.986771419185624,10.2,9.8
9.971032256075215,10.2,9.8
10.008736729086689,10.2,9.8
10.10527841846301,10.2,9.8
10.032563885395627,10.2,9.8
10.007309213036905,10.2,9.8
9.937147699773934,10.2,9.8
9.88602536442365,10.2,9.8
9.981095367274133,10.2,9.8
10.015697395934534,10.2,9.8
10.16143439308639,10.2,9.8
10.030421961717831,10.2,9.8
10.098619160881844,10.2,9.8
9.980056352116867,10.2,9.8
9.925204498686638,10.2,9.8
9.94279065902141,10.2,9.8
9.96198191483714,10.2,9.8
10.190277578594813,10.2,9.8
9.95428906566205,10.2,9.8
10.087079136298907,10.2,9.8
9.947765825753038,10.2,9.8
10.09452584102994,10.2,9.8
10.050796077288469,10.2,9.8
10.007468968187352,10.2,9.8
10.016738997909165,10.2,9.8
9.967616984365648,10.2,9.8
10.055685776118565,10.2,9.8
9.983601321572737,10.2,9.8
9.92195153889862,10.2,9.8
9.91776499405443,10.2,9.8
10.03380703341777,10.2,9.8
10.146327300512834,10.2,9.8
10.032799329085874,10.2,9.8
10.01050893391121,10.2,9.8
10.042866091168204,10.2,9.8
10.124480139336546,10.2,9.8
10.037550600109109,10.2,9.8
9.9871258215333,10.2,9.8
10.10850309680479,10.2,9.8
10.054300515076928,10.2,9.8
10.14286047935968,10.2,9.8
10.034658754977752,10.2,9.8
9.922042477462359,10.2,9.8
9.910547264060346,10.2,9.8
10.1520742345785,10.2,9.8
10.157893257662664,10.2,9.8
10.005638462937391,10.2,9.8
9.989345014309121,10.2,9.8
10.136915543379375,10.2,9.8
9.93143634543652,10.2,9.8
9.948421838483533,10.2,9.8
10.071466143575122,10.2,9.8
9.988431590171233,10.2,9.8
10.019590250662393,10.2,9.8
10.00692456811804,10.2,9.8
